Level of description,Identifier,Title,Date,Description,Location,Format,Rights,Contributor,Collection identifier,Collection title,Published online?,MulMultiMediaRefLocal_1,URL
Item,1979.0162.03280,"William Street, Perth",1935,"Black and white photograph.  
Previous group titled: Commercial Travellers Association, Victoria. Australia Today, Western Australia, Cities - Streets, Buildings, Gardens, etc. 1932 - 1939. Trams, cars and pedestrians on street. Aerial perspective.
Stamp: Western Australian Government Tourist Bureau, with compliments. Written on verso: B.2940.
Previous Control Number: BWP/29,446",,Photograph,This image is out of copyright. It is provided for research purposes and must not be reproduced without acknowledgement of the University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au.,,1979.0162,Commercial Travellers' Association,Yes,92557,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=1979.0162.03280
Item,1979.0162.03281,Perth from Kings Park,1935,"Black and white photograph.  
Previous group titled: Commercial Travellers Association, Victoria. Australia Today, Western Australia, Cities - Streets, Buildings, Gardens, etc. 1932 - 1939. Swan River and city centre.
Stamp: Western Australian Government Tourist Bureau, with compliments. Written on verso: B.3417.
Previous Control Number: BWP/29,447",,Photograph,This image is out of copyright. It is provided for research purposes and must not be reproduced without acknowledgement of the University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au.,,1979.0162,Commercial Travellers' Association,Yes,92558,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=1979.0162.03281
Item,1979.0162.03282,"St George's Terrace, Perth",19 August 1933,"Black and white photograph.  
Previous group titled: Commercial Travellers Association, Victoria. Australia Today, Western Australia, Cities - Streets, Buildings, Gardens, etc. 1932 - 1939. Horse and carriage, pedestrians, cars on street lined with tall buildings.
Stamp: Permission for reproduction of this photograph is granted if following acknowledgement given - Commonwealth Government Photograph; Commonwealth of Australia, Cinema & Photography Branch, 4048. Written on verso: Out of date.
Previous Control Number: BWP/29,448",,Photograph,This image is out of copyright. It is provided for research purposes and must not be reproduced without acknowledgement of the University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au.,,1979.0162,Commercial Travellers' Association,Yes,92559,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=1979.0162.03282
Item,1979.0162.03283,"Queens gardens, Perth",1935,"Black and white photograph.  
Previous group titled: Commercial Travellers Association, Victoria. Australia Today, Western Australia, Cities - Streets, Buildings, Gardens, etc. 1932 - 1939. Pond full of lilies. Bridge in background on left.
Stamp: Western Australian Government Tourist Bureau, with compliments. Written on verso: B.401.
Previous Control Number: BWP/29,449",,Photograph,This image is out of copyright. It is provided for research purposes and must not be reproduced without acknowledgement of the University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au.,,1979.0162,Commercial Travellers' Association,Yes,92560,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=1979.0162.03283
Item,1979.0162.03284,"Forrest Place, Perth",11 September 1933,"Black and white photograph.  
Previous group titled: Commercial Travellers Association, Victoria. Australia Today, Western Australia, Cities - Streets, Buildings, Gardens, etc. 1932 - 1939. View looking down street to 'Moore's' building at end of street. Central Hotel on corner. 'Riz La Papers - The World's Best' sign on corner above Michelides Tobacconist. Busy street scene with cars and pedestrians.
Stamp: Western Australian Government Tourist Bureau, with compliments. Written on verso: B.2377.
Previous Control Number: BWP/29,450",,Photograph,This image is out of copyright. It is provided for research purposes and must not be reproduced without acknowledgement of the University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au.,,1979.0162,Commercial Travellers' Association,Yes,92561,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=1979.0162.03284
Item,1979.0162.03285,Perth water from Kings Park,4 September 1939,"Black and white photograph.  
Previous group titled: Commercial Travellers Association, Victoria. Australia Today, Western Australia, Cities - Streets, Buildings, Gardens, etc. 1932 - 1939. View of Perth city to the left. Yachts, a ship and various boats on water. Three people looking at view over hedge in gardens. 
Stamp on verso: for Government Tourist Bureau, Western Australia; Permission is hereby given to reproduce this photograph with acknowledgement to ""Western Australian Government Tourist Bureau"". Written on verso: 6064.
Previous Control Number: BWP/29,451",,Photograph,This image is out of copyright. It is provided for research purposes and must not be reproduced without acknowledgement of the University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au.,,1979.0162,Commercial Travellers' Association,Yes,92562,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=1979.0162.03285
Item,1979.0162.03286,Forrest Place looking North,4 September 1939,"Black and white photograph.  
Previous group titled: Commercial Travellers Association, Victoria. Australia Today, Western Australia, Cities - Streets, Buildings, Gardens, etc. 1932 - 1939. View of busy street scene with pedestrians and cars. 
Stamp on verso: Western Australia; Permission is hereby given to reproduce this photograph with acknowledgement to ""Western Australian Government Tourist Bureau"". Written on verso: 5842.
Previous Control Number: BWP/29,452",,Photograph,This image is out of copyright. It is provided for research purposes and must not be reproduced without acknowledgement of the University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au.,,1979.0162,Commercial Travellers' Association,Yes,92563,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=1979.0162.03286
Item,1979.0162.03287,"Perth from Kings Park, Western Australia",17 August 1932,"Black and white photograph.  
Previous group titled: Commercial Travellers Association, Victoria. Australia Today, Western Australia, Cities - Streets, Buildings, Gardens, etc. 1932 - 1939.
 Stamp on verso: Australian National Travel Association, Room 38, Flinders Street Railway Building, Melbourne Australia, Grand Buildings, Trafalgar Square, London, 114 Sansome Street, San Francisco, 308 D.I.C. Building, Wellington, New Zealand. Written on verso: 3509.  
Previous Control Number: BWP/29,453",,Photograph,This image is out of copyright. It is provided for research purposes and must not be reproduced without acknowledgement of the University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au.,,1979.0162,Commercial Travellers' Association,Yes,92564,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=1979.0162.03287
Item,1979.0162.03288,"Grey Street Bridge, Brisbane",30 July 1932,"Black and white photograph.  
Previous group titled: Commercial Travellers Association, Victoria. Australia Today, Queensland, Cities -  Streets, Buildings, Gardens, etc. 1932 - 1939. A boat passing under bridge.
stamp: ""A bit of sunny Queensland""; Department of Agriculture & Stock, Brisbane. Written on verso: No:2226.
Previous Control Number: BWP/29,454",,Photograph,This image is out of copyright. It is provided for research purposes and must not be reproduced without acknowledgement of the University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au.,,1979.0162,Commercial Travellers' Association,Yes,92565,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=1979.0162.03288
Item,1979.0162.03289,"Circular Quay and shipping, Brisbane, Queensland",18 August 1936,"Black and white photograph.  
Previous group titled: Commercial Travellers Association, Victoria. Australia Today, Queensland, Cities -  Streets, Buildings, Gardens, etc. 1932 - 1939. Docks, shipping, buildings.
Stamp: Commonwealth of Australia, Cinema & Photo branch, 5020. Photograph is stamp embossed on verso: with Australian coat of arms in lower right corner.
Previous Control Number: BWP/29,455",,Photograph,This image is out of copyright. It is provided for research purposes and must not be reproduced without acknowledgement of the University of Melbourne Archives. For information about ordering a copy of this image contact the University of Melbourne Archives: archives@archives.unimelb.edu.au.,,1979.0162,Commercial Travellers' Association,Yes,92566,http://gallery.its.unimelb.edu.au/umblumaic/imu.php?request=load&view=details&EADUnitID=1979.0162.03289
